Translation Error (m),Rotation Error (rad)
0.0014850814030839738,0.026228407636950054
0.000977602043744404,0.02954285588408402
0.0010870257325321965,0.014536955732012637
0.00030335017078165875,0.011708999212482266
0.0009271211635592672,0.03303526513646852
0.000848238648328063,0.015437656400543296
0.0011811557989112559,0.035045442530933245
0.0007505873501572348,0.02497161523834056
0.0013088621392890088,0.02819644855305851
0.000725615373439222,0.0311436130200553
0.0007068300142156481,0.016100233041252424
0.0008455042598043898,0.013468060957129865
0.0004803831571248752,0.007625833783261404
0.000759426622974577,0.018351390506052348
0.00028980396887680554,0.020675069087711797
0.0004503003012963089,0.019832628002435564
0.0002768640874976627,0.007589703486989397
0.0003907458591692293,0.015038443801197203
0.0010985914139549796,0.03422606890239466
0.00015214352632397744,0.015446897833707675
0.0007004635432741875,0.023932157014161674
0.000475366172215302,0.02346311552286882
0.0006088588479727639,0.012403635609552066
0.0003439287873366944,0.010177484070714256
0.0009762147896107201,0.01693368064150832
0.002166660011572125,0.036573984577505526
0.0009668155530686349,0.02458457501413071
0.0009221714269136531,0.029356444654687334
0.0007972900332029534,0.018993161583672504
0.0004856591021339643,0.005741597446012102
0.0016424316825711248,0.030141565719470763
0.0013945899082171884,0.021871046173973743
0.0002396713441117069,0.009447093165418766
0.0003475293460390911,0.00950676390799175
0.0010887830697676854,0.03498265959822823
0.000807438008208919,0.021151802470709413
3.468979168771329e-05,0.008954082442645568
0.0005259441765804018,0.014168788328896571
0.0009672250577067222,0.027610374575285104
0.000631579457634025,0.026910281315063178
0.001168732898783584,0.024972971261202095
0.0007116543377576894,0.014503361361242327
0.0008470287945675455,0.020546106893360366
0.0007779784198288053,0.018446176240477813
0.0012200807955114255,0.037010731158981985
0.0005644159270109667,0.016317772756515504
0.0004779232381537336,0.009706178901586076
0.0005827011004990311,0.014835036955843227
0.0005532267332304286,0.013941477481676989
0.0008202612260740988,0.026774702725719794
0.0008046684075172358,0.01763214926609236
0.0005688306318773046,0.010927122545803634
0.001050399944510211,0.03065180608633268
0.0006493036188315966,0.02501830925181264
0.000528034943287584,0.005141051022926103
0.0009788628144470454,0.024253042215820322
0.0006195647344433264,0.021196394600221963
0.00021864721558463975,0.017716228161590953
0.0006211344684113702,0.01109418105982687
0.00029665584663387005,0.015849699076576237
0.0005265357931451588,0.015495571407458376
0.001372017889128,0.03554284031516248
0.0006440277328786568,0.02761462113530773
