Translation Error (m),Rotation Error (rad)
0.001407177303917706,0.03179587007503732
0.00025146082043647766,0.03208876710759021
0.0010966891422867775,0.00718175010747247
0.0006935507990419865,0.03808887087424001
0.0019303234294056892,0.02876115709601958
0.0014683979097753763,0.027623772724658612
0.0011516772210597992,0.041702462214969205
0.000967556145042181,0.03381333231861641
0.0006101860199123621,0.011617790458741081
0.02555156173184514,3.140016832347493
0.02575807028915733,3.120990702098827
0.0004282478475943208,0.032628097910195546
0.00041392643470317125,0.027243557885301223
0.00012776954099535942,0.022285559879823884
0.02585716894827783,3.1261516724438967
0.025977415731176734,3.133226726367685
0.0011603118618950248,0.00904140290192832
0.0012022568844258785,0.019724659810602483
0.0005825093248859048,0.014926485691915856
0.0010805975180119276,0.025846866843298014
0.0005406952695921063,0.015481427762566533
0.0007430806290358305,0.017719860491859293
0.0014275272842496634,0.024582925315371703
0.001994851976633072,0.058775612657685994
0.0008848124416545033,0.037888754417154426
0.00093334901612252,0.02134420224353526
0.001172369928099215,0.03584753016228609
0.001093188184313476,0.022911070968606298
0.0013919360935688019,0.04659992389831784
0.0010340972803533077,0.03279731384478741
0.04745337995700538,3.1177649332049735
0.04757398832589388,3.1135011958323524
0.022779535967856646,2.287234349493735
0.022534656105563045,2.302994695911361
0.0008739577606320381,0.03676265791965645
0.04771351790986955,3.0984212238360227
0.048371161916293204,3.12557400791476
0.0011384804965928197,0.028047261602777155
0.0006416435353457928,0.011053159232105963
0.0011022445978596807,0.03432510316281447
0.0004432033747434616,0.02672624389097682
0.0007529886206611991,0.017226699523666174
0.0007218901300802827,0.037666932458655815
0.000793399172835052,0.03330609196105287
0.0014730815310031176,0.044783258787641805
0.024588950211182237,3.1338152104555617
0.025577884865924716,3.1249711701525134
0.0014018877409398556,0.03729821058314073
0.0010069087147712708,0.0507161636380686
0.0015261272201314569,0.029166830064592565
0.0006865442264825106,0.02955362567772993
0.0017719053430482745,0.031265071090797604
0.0029438503552228212,0.04403273984303999
0.001068501966074109,0.007508915570845837
8.81594605743885e-05,0.014746290610930047
0.0010398379527032375,0.030882410692245472
0.024128866847604513,2.1737646092147056
0.023863043752498925,2.1652012474625306
0.00034333288203924894,0.02909811099337
0.0016727898037061095,0.03180016743210395
0.000783189432695508,0.009227923149314596
0.02767237846273929,3.1372362111732857
0.02761970553547144,3.133724626900612
0.0016918352339416742,0.05101359853392759
0.0019041907507926226,0.05959704464945766
0.0012010978534817696,0.01640344697861226
0.0008716278243809938,0.026905968158559012
0.0006552771665155888,0.027296418859042878
0.001431700075045228,0.03519470913087689
0.0012745361309498549,0.03560443025521287
0.0016302501317113638,0.02283234798566322
0.0007501677609980106,0.03197421867692172
0.03810999414417893,3.1052665760759615
0.03838259959593415,3.0983581735344305
0.00119704136159271,0.019342004781712656
0.0006477002752944827,0.02754787730944548
0.026303995633497834,3.1248930676970663
0.02666065644007176,3.1107934353865345
0.0006513851694762707,0.03620432765723661
0.0007095298497006297,0.039153016347303136
0.0019557104678824544,0.04004669466833032
0.001567948143929243,0.016028692037853905
0.0004587742732837796,0.018705908175904912
0.0007545381085947156,0.010332608103733114
0.000852622208185494,0.021677346158205643
0.005415315157733858,1.6035861803253308
0.004939796985127032,1.6332953148009204
0.04950526833999902,3.108097329570225
0.04894069116562605,3.119141589501862
0.000645281164906919,0.03388386458296423
0.0006020331056788564,0.017161224179339355
0.0008557047694921494,0.019277950127489514
0.000744374468922615,0.019076457822526184
0.0005587703781202435,0.01891966772135322
0.0009557884186506271,0.028349520543613352
0.0011294755386188626,0.027148208345434483
0.0017386795952916145,0.0342096445043529
0.023560139117762446,2.162054306352658
0.0045145542826503515,0.07114997065475923
0.0240693052764982,2.223588334014608
0.001253274385817349,0.039789173222831764
0.0003180772764608264,0.025244516814385328
0.0009244867833331227,0.019435811061174667
0.001316520618274808,0.029012512664009945
0.049817073973827064,3.1387270502627387
0.02996949940279592,2.313045619488999
0.026498811042984016,3.135988717548545
0.0017987297615036368,0.017794473412205893
0.0010931482538580894,0.032553849371112546
0.009375915047712624,1.7363499404868952
0.010121423634700477,1.7340800903409292
0.0010323524475097656,0.014189467953039749
0.0005803875392302871,0.042201041962752
0.0005284014623612165,0.036943736842107174
0.0007755823899060488,0.040221857932756386
0.0004385777283459902,0.015047645866649298
0.0003144980873912573,0.02264919890399209
0.04746320331469178,3.1238252187775575
0.048632648889906704,3.1110651807001437
0.0013876832090318203,0.0656522818957789
0.0008898979285731912,0.017664835044528728
0.0010342035675421357,0.024838236971764592
0.0012542763724923134,0.021882774766408503
0.001391823054291308,0.017203386293818
0.0008637247374281287,0.026091815295025002
0.0009153810096904635,0.01971283392121124
0.001976643456146121,0.019828304520581336
0.0010215630754828453,0.019767045533513803
0.007690146332606673,1.688211846621981
0.006196608068421483,1.6714159710286507
0.0013172037433832884,0.02803883058431692
0.00029404275119304657,0.023568644586620207
0.001174089964479208,0.02076808746834092
