x,y,z,roll,pitch,yaw
-0.03565371409058571,0.004077970515936613,0.3069470524787903,175.97857759319382,-2.8012797139520296,-78.16496954664692
-0.04212426394224167,0.002365723019465804,0.31810030341148376,3.731820984067856,-7.287875293672519,-175.1552523854015
-0.043827466666698456,0.0058314683847129345,0.3167611360549927,2.8807601837143633,-9.228702024698627,-168.49766081099773
-0.03557470813393593,0.002411447698250413,0.30762138962745667,172.9498909882165,-0.5040217625575797,-86.7593729947593
-0.04301773011684418,0.005811598151922226,0.31721603870391846,3.3276979236145934,-7.753955776046345,-171.01458575242188
-0.04285314306616783,0.004847581498324871,0.3150869309902191,4.921501141774377,-10.284663593279907,-168.36538662316462
-0.04099055007100105,0.0009416823741048574,0.3164181411266327,2.75804576168208,-9.580026599842665,-175.45647851817043
-0.04135507345199585,0.005157994106411934,0.3153145909309387,3.718249409347943,-8.59737587079142,-169.74776622991703
-0.03687592223286629,0.004123490769416094,0.30710431933403015,174.40386941563364,-2.9860941261297302,-78.19299808326248
-0.034689854830503464,0.00044116954086348414,0.30731427669525146,175.28292165866733,-5.078230709251432,-82.84594422807265
-0.043278858065605164,0.006154913455247879,0.31675127148628235,2.676661287058177,-6.518549946309046,-168.96232306568925
-0.041332047432661057,0.0009546912042424083,0.31611692905426025,6.931324366041537,-10.812263180423116,-177.08584796870952
-0.0572928711771965,-0.027110513299703598,0.3217094838619232,-6.584461338591154,9.827761815334853,12.687909640285591
-0.03819848224520683,0.002666522515937686,0.3055747151374817,173.64811281995713,-2.6342022560841785,-78.85282011336155
-0.0410698838531971,0.0005793169839307666,0.3179284632205963,4.021136323540672,-7.260760040918419,-176.89607455169264
-0.040605198591947556,0.00781415868550539,0.3171235918998718,3.047349812789745,-7.330469554136652,-168.69119533048095
-0.03325074538588524,0.00350711727514863,0.3063448667526245,176.0178032839246,-4.12877865234855,-77.19934779504963
-0.038391001522541046,0.0047344365157186985,0.30609020590782166,177.66473033620153,-1.2641320953729973,-75.1428996965375
-0.042076122015714645,0.006681171245872974,0.3165082037448883,6.732402936416411,-9.460266960596963,-171.85784618170095
-0.04017224535346031,0.0024457559920847416,0.31663715839385986,3.6918094745897143,-6.592535507544465,-172.63856930175965
-0.03596107289195061,0.0019333730451762676,0.3072015643119812,172.18098197760466,-1.1460166709004445,-85.96296203984043
-0.04112771153450012,0.0012457083212211728,0.3180825114250183,2.0179478256665058,-7.484880625432394,-177.94214099449204
-0.03546983748674393,0.002382109174504876,0.3073105216026306,175.06853817583323,-1.8060179067738258,-81.5489104285439
-0.044097527861595154,0.006246969569474459,0.3176320791244507,2.6040576414729895,-7.628723114339576,-171.26005293986083
-0.04159752279520035,0.003373709274455905,0.3180690407752991,4.127480422864412,-7.025668552500638,-177.69706367399
-0.04137600213289261,0.002052630065008998,0.3159206509590149,4.118284225330254,-10.101282014867012,-176.54911641574043
-0.03585810959339142,0.003532406408339739,0.3062567114830017,174.83724393694268,-4.278021955836554,-79.12284946218081
-0.0413675419986248,-8.239378985308576e-06,0.3177770674228668,3.8719752729359733,-6.853786944636545,-176.2579226252712
-0.042278941720724106,0.0015881869476288557,0.31566688418388367,5.5310841160463005,-6.892883654519828,-174.6032381322258
-0.03789394348859787,0.0027678185142576694,0.3081103265285492,174.37717747999454,-1.0038834729907886,-80.92749786204755
-0.03984631597995758,0.004201874136924744,0.3067801296710968,175.8269979492277,-1.3910862945999054,-74.39924817017258
-0.04216828942298889,0.0024317866191267967,0.31741267442703247,3.4710470221047944,-7.914565844421965,-175.93878276043117
-0.0382990837097168,0.004953394178301096,0.30685901641845703,176.16193038791712,-3.0213696038434756,-77.57236710202214
-0.039192453026771545,0.005669374950230122,0.31810739636421204,4.28465786108622,-6.458997187702756,-170.68673709097305
-0.04122895374894142,0.007100725546479225,0.31558921933174133,5.676273328125907,-8.592256912150418,-167.99170036135794
-0.0653652548789978,-0.02629878558218479,0.3118025064468384,179.24572283376418,3.861938325458346,95.31636010090196
-0.03572208806872368,0.0023445882834494114,0.3060203194618225,171.26057970106595,-2.350637238738783,-83.86558280723621
-0.04231717810034752,0.0031416427809745073,0.3174753785133362,-0.02849964944206998,-6.2093718072608635,-173.2235748722241
-0.04147487133741379,0.003084227442741394,0.317043274641037,4.218052421495398,-7.843565972033333,-176.2908429178775
-0.036577410995960236,0.0012361304834485054,0.3061491549015045,177.57715338983132,-2.159450151704101,-89.32341577888634
-0.03907991945743561,0.007956822402775288,0.30599889159202576,179.41072545911572,-3.831068730907336,-74.56621533650797
-0.06750640273094177,-0.025111747905611992,0.31166738271713257,179.91034282596786,4.061874382789441,93.70165080700312
-0.04449637234210968,0.006612039171159267,0.3151620924472809,6.369685150583671,-11.394900782915748,-168.6861748869825
-0.04014889895915985,0.0005577194388024509,0.3169861435890198,5.240283105418708,-8.640263588857419,-174.35214433137017
-0.0418742336332798,0.00398271856829524,0.31673362851142883,3.989902271464908,-7.477514036158094,-172.99269021368707
-0.04093475639820099,0.0002550424251239747,0.3174448311328888,-0.4840321082279776,-4.763999045941786,-173.97270926400407
-0.04101000726222992,0.0029540895484387875,0.31653058528900146,3.3829924255617545,-7.286606379691256,-174.914693241882
-0.041714176535606384,0.0009019285207614303,0.3177071809768677,4.143410193632822,-7.474446823120727,-176.47999079776292
-0.04336201027035713,0.006086192559450865,0.3164229989051819,2.3281197625515184,-5.646194696569339,-167.9089303046796
-0.040731873363256454,0.0018262368394061923,0.3170710504055023,4.825208957259309,-8.624692616480482,-177.97232453624602
-0.04218661040067673,0.0049528395757079124,0.3178647458553314,0.538888319216615,-3.5675172838993348,-169.72181050898203
-0.060637153685092926,-0.012991925701498985,0.321537047624588,-13.672813389337113,5.763338513056536,-16.09350274730782
-0.04133300483226776,0.0017579196719452739,0.31825655698776245,3.3244426818994497,-7.316694946388386,-175.78785031408987
-0.03748846426606178,0.007095503620803356,0.30741453170776367,178.5124629966398,-0.7787587182165013,-73.6293311993739
-0.03833116963505745,0.007950963452458382,0.3177940845489502,1.0329914004817733,-5.218632215856338,-166.69633194131436
-0.039355140179395676,0.007716865744441748,0.3154326379299164,3.420078249799168,-7.677010257565447,-165.70873188214924
-0.040253035724163055,0.00029891851590946317,0.31698301434516907,6.4755158379831945,-7.740962470485243,-178.4424233473873
-0.0570531003177166,-0.029048100113868713,0.31940123438835144,-3.589947509738233,6.14028672994726,14.803433007812362
-0.038786936551332474,0.006543278694152832,0.31669771671295166,4.310544482197678,-7.318462284394127,-169.45194881489164
