x,y,z,roll,pitch,yaw
-0.041664702266026254,0.0014100313064454245,0.324679134104763,-0.0991921483433455,-3.3992679699101385,-175.83917933887813
-0.041625166976079736,0.0014846872169860927,0.3246769166833307,-0.18933357175867466,-3.435015604609721,-175.93621980337468
-0.042164028665038114,0.0010434449541316302,0.3245457499311099,-0.17472507727543748,-3.1283039506866435,-175.73191477041726
-0.04209117184855107,0.0012252981098406187,0.32452518668302544,0.05958420369665187,-2.9384884288843347,-175.79173163017143
-0.04168336082894584,0.001467132087484604,0.32452057641102,0.6276531203473386,-3.3642214495185137,-175.8396701627
-0.04135653360368981,0.0014548969560552896,0.32460289085014277,0.4789235213054309,-3.5121212235389487,-176.04711598997923
-0.040888511358664614,0.0014843060310979568,0.32469506770909934,-0.34091821048009613,-2.6889386371492767,-176.40985459798213
-0.041399037277716724,0.0013900757112971023,0.32451484542676234,-0.22681075194240385,-2.91611265718528,-176.26271143270745
-0.0415772033516161,0.0013313544915544266,0.3245743580407959,-0.10342702782627505,-3.5025048772622775,-176.49764865443257
-0.04092935650059763,0.0015642841542947649,0.324742826991146,-0.2414232091193498,-3.2070511078270703,-176.5800892257569
-0.04114934423480025,0.0016328367188447577,0.324668479872413,0.15388627784130862,-3.3225059438949605,-176.18174182095308
-0.04167160583706632,0.0015775904391764676,0.32469337998891046,-0.2150011492246164,-3.229292823889158,-175.80964127869478
-0.041822125184005354,0.0020445678537615356,0.32457895500084805,0.004993771100282637,-3.5426929735863912,-175.34682530790803
-0.041837511581540116,0.0020360253215120565,0.3245518648455495,0.5671499133542469,-3.802224441508616,-175.9250516843236
-0.041341848609278156,0.0016416190393319964,0.3247668406173111,-0.06456165354354036,-3.0098702940825066,-175.99061750958904
-0.04154188211103811,0.001854513754269118,0.3246344770078563,0.21529650402134098,-3.144337507013326,-175.53679711867832
-0.0417894834866432,0.002079409522374347,0.32472876020021835,-0.12569867050720301,-3.6226649865281852,-174.93532045756533
-0.04155486636759567,0.0018514991267403877,0.324821105826354,-0.7687651121661481,-3.160106000879385,-175.65168762516058
